Transaction_ID,Fraud_Flag,Risk_Score,Risk_Level,Fraud_Type
TXN10150399,No,79,High,No Fraud
TXN10150400,No,16,Low,No Fraud
TXN10150401,No,50,Medium,No Fraud
TXN10150402,No,34,Medium,No Fraud
TXN10150403,No,7,Low,No Fraud
TXN10150404,No,39,Medium,No Fraud
TXN10150405,No,43,Medium,No Fraud
TXN10150406,No,45,Medium,No Fraud
TXN10150407,No,32,Medium,No Fraud
TXN10150408,No,68,High,No Fraud
TXN10150409,No,10,Low,No Fraud
TXN10150410,No,75,High,No Fraud
TXN10150411,No,74,High,No Fraud
TXN10150412,No,2,Low,No Fraud
TXN10150413,No,9,Low,No Fraud
TXN10150414,No,68,High,No Fraud
TXN10150415,No,3,Low,No Fraud
TXN10150416,No,48,Medium,No Fraud
TXN10150417,No,59,Medium,No Fraud
TXN10150418,No,17,Low,No Fraud
TXN10150419,No,19,Low,No Fraud
TXN10150420,No,2,Low,No Fraud
TXN10150421,No,17,Low,No Fraud
TXN10150422,No,79,High,No Fraud
TXN10150423,No,6,Low,No Fraud
TXN10150424,No,10,Low,No Fraud
TXN10150425,No,10,Low,No Fraud
TXN10150426,No,50,Medium,No Fraud
TXN10150427,No,44,Medium,No Fraud
TXN10150428,No,74,High,No Fraud
TXN10150429,No,74,High,No Fraud
TXN10150430,No,66,High,No Fraud
TXN10150431,No,67,High,No Fraud
TXN10150432,No,77,High,No Fraud
TXN10150433,No,48,Medium,No Fraud
TXN10150434,No,9,Low,No Fraud
TXN10150435,No,78,High,No Fraud
TXN10150436,No,74,High,No Fraud
TXN10150437,No,25,Low,No Fraud
TXN10150438,No,60,Medium,No Fraud
TXN10150439,No,14,Low,No Fraud
TXN10150440,No,62,High,No Fraud
TXN10150441,No,37,Medium,No Fraud
TXN10150442,No,73,High,No Fraud
TXN10150443,No,37,Medium,No Fraud
TXN10150444,No,14,Low,No Fraud
TXN10150445,No,4,Low,No Fraud
TXN10150446,No,67,High,No Fraud
TXN10150447,No,24,Low,No Fraud
TXN10150448,No,13,Low,No Fraud
TXN10150449,No,4,Low,No Fraud
TXN10150450,No,9,Low,No Fraud
TXN10150451,No,48,Medium,No Fraud
TXN10150452,No,18,Low,No Fraud
TXN10150453,No,73,High,No Fraud
TXN10150454,No,8,Low,No Fraud
TXN10150455,No,75,High,No Fraud
TXN10150456,No,13,Low,No Fraud
TXN10150457,No,71,High,No Fraud
TXN10150458,No,33,Medium,No Fraud
TXN10150459,No,35,Medium,No Fraud
TXN10150460,No,33,Medium,No Fraud
TXN10150461,No,48,Medium,No Fraud
TXN10150462,No,29,Low,No Fraud
TXN10150463,No,48,Medium,No Fraud
TXN10150464,No,25,Low,No Fraud
TXN10150465,No,12,Low,No Fraud
TXN10150466,No,34,Medium,No Fraud
TXN10150467,No,35,Medium,No Fraud
TXN10150468,No,68,High,No Fraud
TXN10150469,No,73,High,No Fraud
TXN10150470,No,74,High,No Fraud
TXN10150471,No,3,Low,No Fraud
TXN10150472,No,78,High,No Fraud
TXN10150473,No,65,High,No Fraud
TXN10150474,No,75,High,No Fraud
TXN10150475,No,74,High,No Fraud
TXN10150476,No,16,Low,No Fraud
TXN10150477,No,6,Low,No Fraud
TXN10150478,No,56,Medium,No Fraud
TXN10150479,Yes,62,High,Identity Fraud
TXN10150480,No,55,Medium,No Fraud
TXN10150481,No,37,Medium,No Fraud
TXN10150482,No,42,Medium,No Fraud
TXN10150483,No,63,High,No Fraud
TXN10150484,No,47,Medium,No Fraud
TXN10150485,No,24,Low,No Fraud
TXN10150486,No,63,High,No Fraud
TXN10150487,No,53,Medium,No Fraud
TXN10150488,No,46,Medium,No Fraud
TXN10150489,No,2,Low,No Fraud
TXN10150490,No,40,Medium,No Fraud
TXN10150491,No,10,Low,No Fraud
TXN10150492,No,33,Medium,No Fraud
TXN10150493,No,45,Medium,No Fraud
TXN10150494,No,70,High,No Fraud
TXN10150495,Yes,75,High,Card Fraud
TXN10150496,No,12,Low,No Fraud
TXN10150497,No,11,Low,No Fraud
TXN10150498,No,69,High,No Fraud
TXN10150499,No,26,Low,No Fraud
TXN10150500,No,56,Medium,No Fraud
TXN10150501,No,11,Low,No Fraud
TXN10150502,No,50,Medium,No Fraud
TXN10150503,No,1,Low,No Fraud
TXN10150504,No,35,Medium,No Fraud
TXN10150505,No,22,Low,No Fraud
TXN10150506,No,48,Medium,No Fraud
TXN10150507,No,51,Medium,No Fraud
TXN10150508,No,59,Medium,No Fraud
TXN10150509,No,1,Low,No Fraud
TXN10150510,No,7,Low,No Fraud
TXN10150511,No,10,Low,No Fraud
TXN10150512,No,3,Low,No Fraud
TXN10150513,No,77,High,No Fraud
TXN10150514,No,35,Medium,No Fraud
TXN10150515,No,32,Medium,No Fraud
TXN10150516,No,28,Low,No Fraud
TXN10150517,No,2,Low,No Fraud
TXN10150518,No,70,High,No Fraud
TXN10150519,No,42,Medium,No Fraud
TXN10150520,No,59,Medium,No Fraud
TXN10150521,No,13,Low,No Fraud
TXN10150522,No,67,High,No Fraud
TXN10150523,No,31,Medium,No Fraud
TXN10150524,No,19,Low,No Fraud
TXN10150525,No,8,Low,No Fraud
TXN10150526,No,39,Medium,No Fraud
TXN10150527,No,12,Low,No Fraud
TXN10150528,No,57,Medium,No Fraud
TXN10150529,No,5,Low,No Fraud
TXN10150530,No,8,Low,No Fraud
TXN10150531,No,6,Low,No Fraud
TXN10150532,No,11,Low,No Fraud
TXN10150533,No,40,Medium,No Fraud
TXN10150534,No,72,High,No Fraud
TXN10150535,No,3,Low,No Fraud
TXN10150536,No,24,Low,No Fraud
TXN10150537,No,41,Medium,No Fraud
TXN10150538,No,22,Low,No Fraud
TXN10150539,No,23,Low,No Fraud
TXN10150540,No,55,Medium,No Fraud
TXN10150541,No,47,Medium,No Fraud
TXN10150542,No,37,Medium,No Fraud
TXN10150543,No,76,High,No Fraud
TXN10150544,No,69,High,No Fraud
TXN10150545,No,58,Medium,No Fraud
TXN10150546,No,2,Low,No Fraud
TXN10150547,No,39,Medium,No Fraud
TXN10150548,No,46,Medium,No Fraud
TXN10150549,No,80,High,No Fraud
TXN10150550,No,2,Low,No Fraud
TXN10150551,No,6,Low,No Fraud
TXN10150552,No,62,High,No Fraud
TXN10150553,No,48,Medium,No Fraud
TXN10150554,No,33,Medium,No Fraud
TXN10150555,No,33,Medium,No Fraud
TXN10150556,No,5,Low,No Fraud
TXN10150557,No,31,Medium,No Fraud
TXN10150558,No,71,High,No Fraud
TXN10150559,No,17,Low,No Fraud
TXN10150560,No,1,Low,No Fraud
TXN10150561,No,70,High,No Fraud
TXN10150562,No,62,High,No Fraud
TXN10150563,No,2,Low,No Fraud
TXN10150564,No,60,Medium,No Fraud
TXN10150565,No,79,High,No Fraud
TXN10150566,No,35,Medium,No Fraud
TXN10150567,No,74,High,No Fraud
TXN10150568,No,33,Medium,No Fraud
TXN10150569,No,49,Medium,No Fraud
TXN10150570,No,50,Medium,No Fraud
TXN10150571,No,71,High,No Fraud
TXN10150572,No,42,Medium,No Fraud
TXN10150573,No,9,Low,No Fraud
TXN10150574,No,44,Medium,No Fraud
TXN10150575,No,56,Medium,No Fraud
TXN10150576,No,27,Low,No Fraud
TXN10150577,No,19,Low,No Fraud
TXN10150578,No,62,High,No Fraud
TXN10150579,No,12,Low,No Fraud
TXN10150580,No,2,Low,No Fraud
TXN10150581,No,47,Medium,No Fraud
TXN10150582,No,56,Medium,No Fraud
TXN10150583,No,38,Medium,No Fraud
TXN10150584,No,71,High,No Fraud
TXN10150585,No,23,Low,No Fraud
TXN10150586,No,25,Low,No Fraud
TXN10150587,No,42,Medium,No Fraud
TXN10150588,No,68,High,No Fraud
TXN10150589,No,11,Low,No Fraud
TXN10150590,No,34,Medium,No Fraud
TXN10150591,No,63,High,No Fraud
TXN10150592,No,61,High,No Fraud
TXN10150593,No,55,Medium,No Fraud
TXN10150594,No,48,Medium,No Fraud
TXN10150595,No,44,Medium,No Fraud
TXN10150596,No,35,Medium,No Fraud
TXN10150597,No,79,High,No Fraud
TXN10150598,No,79,High,No Fraud
TXN10150599,No,80,High,No Fraud
TXN10150600,No,61,High,No Fraud
TXN10150601,No,18,Low,No Fraud
TXN10150602,No,29,Low,No Fraud
TXN10150603,No,1,Low,No Fraud
TXN10150604,No,62,High,No Fraud
TXN10150605,No,47,Medium,No Fraud
TXN10150606,No,44,Medium,No Fraud
TXN10150607,No,56,Medium,No Fraud
TXN10150608,No,22,Low,No Fraud
TXN10150609,No,38,Medium,No Fraud
TXN10150610,No,19,Low,No Fraud
TXN10150611,No,66,High,No Fraud
TXN10150612,No,53,Medium,No Fraud
TXN10150613,No,12,Low,No Fraud
TXN10150614,No,37,Medium,No Fraud
TXN10150615,No,42,Medium,No Fraud
TXN10150616,No,61,High,No Fraud
TXN10150617,No,77,High,No Fraud
TXN10150618,No,64,High,No Fraud
TXN10150619,No,21,Low,No Fraud
TXN10150620,No,35,Medium,No Fraud
TXN10150621,No,80,High,No Fraud
TXN10150622,No,37,Medium,No Fraud
TXN10150623,No,49,Medium,No Fraud
TXN10150624,No,32,Medium,No Fraud
TXN10150625,No,30,Low,No Fraud
TXN10150626,No,43,Medium,No Fraud
TXN10150627,No,50,Medium,No Fraud
TXN10150628,No,19,Low,No Fraud
TXN10150629,No,71,High,No Fraud
TXN10150630,No,21,Low,No Fraud
TXN10150631,No,67,High,No Fraud
TXN10150632,No,53,Medium,No Fraud
TXN10150633,No,69,High,No Fraud
TXN10150634,No,74,High,No Fraud
TXN10150635,No,70,High,No Fraud
TXN10150636,No,76,High,No Fraud
TXN10150637,No,6,Low,No Fraud
TXN10150638,No,42,Medium,No Fraud
TXN10150639,No,8,Low,No Fraud
TXN10150640,No,35,Medium,No Fraud
TXN10150641,No,3,Low,No Fraud
TXN10150642,No,43,Medium,No Fraud
TXN10150643,No,73,High,No Fraud
TXN10150644,No,36,Medium,No Fraud
TXN10150645,No,18,Low,No Fraud
TXN10150646,No,14,Low,No Fraud
TXN10150647,No,9,Low,No Fraud
TXN10150648,No,44,Medium,No Fraud
TXN10150649,No,22,Low,No Fraud
TXN10150650,No,42,Medium,No Fraud
TXN10150651,No,53,Medium,No Fraud
TXN10150652,No,23,Low,No Fraud
TXN10150653,No,37,Medium,No Fraud
TXN10150654,No,55,Medium,No Fraud
TXN10150655,No,43,Medium,No Fraud
TXN10150656,No,11,Low,No Fraud
TXN10150657,No,67,High,No Fraud
TXN10150658,No,76,High,No Fraud
TXN10150659,No,55,Medium,No Fraud
TXN10150660,No,66,High,No Fraud
TXN10150661,No,33,Medium,No Fraud
TXN10150662,No,30,Low,No Fraud
TXN10150663,No,32,Medium,No Fraud
TXN10150664,No,57,Medium,No Fraud
TXN10150665,No,9,Low,No Fraud
TXN10150666,No,72,High,No Fraud
TXN10150667,No,74,High,No Fraud
TXN10150668,No,36,Medium,No Fraud
TXN10150669,No,30,Low,No Fraud
TXN10150670,No,6,Low,No Fraud
TXN10150671,No,55,Medium,No Fraud
TXN10150672,No,65,High,No Fraud
TXN10150673,No,56,Medium,No Fraud
TXN10150674,No,10,Low,No Fraud
TXN10150675,No,19,Low,No Fraud
TXN10150676,No,34,Medium,No Fraud
TXN10150677,No,34,Medium,No Fraud
TXN10150678,No,16,Low,No Fraud
TXN10150679,No,40,Medium,No Fraud
TXN10150680,No,78,High,No Fraud
TXN10150681,No,4,Low,No Fraud
TXN10150682,No,59,Medium,No Fraud
TXN10150683,No,72,High,No Fraud
TXN10150684,No,39,Medium,No Fraud
TXN10150685,No,75,High,No Fraud
TXN10150686,No,14,Low,No Fraud
TXN10150687,No,43,Medium,No Fraud
TXN10150688,No,36,Medium,No Fraud
TXN10150689,No,74,High,No Fraud
TXN10150690,No,49,Medium,No Fraud
TXN10150691,No,54,Medium,No Fraud
TXN10150692,No,34,Medium,No Fraud
TXN10150693,No,35,Medium,No Fraud
TXN10150694,No,75,High,No Fraud
TXN10150695,No,69,High,No Fraud
TXN10150696,No,3,Low,No Fraud
TXN10150697,No,18,Low,No Fraud
TXN10150698,No,41,Medium,No Fraud
TXN10150699,No,9,Low,No Fraud
TXN10150700,No,46,Medium,No Fraud
TXN10150701,No,67,High,No Fraud
TXN10150702,No,63,High,No Fraud
TXN10150703,No,23,Low,No Fraud
TXN10150704,No,41,Medium,No Fraud
TXN10150705,No,69,High,No Fraud
TXN10150706,No,33,Medium,No Fraud
TXN10150707,Yes,82,Critical,Merchant Fraud
TXN10150708,No,63,High,No Fraud
TXN10150709,No,2,Low,No Fraud
TXN10150710,No,13,Low,No Fraud
TXN10150711,No,21,Low,No Fraud
TXN10150712,No,32,Medium,No Fraud
TXN10150713,No,75,High,No Fraud
TXN10150714,No,36,Medium,No Fraud
TXN10150715,No,62,High,No Fraud
TXN10150716,No,45,Medium,No Fraud
TXN10150717,No,10,Low,No Fraud
TXN10150718,No,33,Medium,No Fraud
TXN10150719,No,26,Low,No Fraud
TXN10150720,No,54,Medium,No Fraud
TXN10150721,No,63,High,No Fraud
TXN10150722,No,4,Low,No Fraud
TXN10150723,No,38,Medium,No Fraud
TXN10150724,No,13,Low,No Fraud
TXN10150725,No,46,Medium,No Fraud
TXN10150726,No,62,High,No Fraud
TXN10150727,No,16,Low,No Fraud
TXN10150728,No,23,Low,No Fraud
TXN10150729,No,13,Low,No Fraud
TXN10150730,No,28,Low,No Fraud
TXN10150731,No,67,High,No Fraud
TXN10150732,No,67,High,No Fraud
TXN10150733,No,66,High,No Fraud
TXN10150734,No,35,Medium,No Fraud
TXN10150735,Yes,61,High,Merchant Fraud
TXN10150736,No,16,Low,No Fraud
TXN10150737,No,74,High,No Fraud
TXN10150738,No,56,Medium,No Fraud
TXN10150739,No,1,Low,No Fraud
TXN10150740,No,59,Medium,No Fraud
TXN10150741,No,23,Low,No Fraud
TXN10150742,No,64,High,No Fraud
TXN10150743,No,6,Low,No Fraud
TXN10150744,No,18,Low,No Fraud
TXN10150745,No,57,Medium,No Fraud
TXN10150746,No,63,High,No Fraud
TXN10150747,No,65,High,No Fraud
TXN10150748,No,46,Medium,No Fraud
TXN10150749,No,42,Medium,No Fraud
TXN10150750,No,20,Low,No Fraud
TXN10150751,No,25,Low,No Fraud
TXN10150752,No,42,Medium,No Fraud
TXN10150753,No,17,Low,No Fraud
TXN10150754,No,61,High,No Fraud
TXN10150755,No,3,Low,No Fraud
TXN10150756,No,4,Low,No Fraud
TXN10150757,No,21,Low,No Fraud
TXN10150758,No,58,Medium,No Fraud
TXN10150759,No,54,Medium,No Fraud
TXN10150760,No,28,Low,No Fraud
TXN10150761,Yes,85,Critical,Card Fraud
TXN10150762,No,35,Medium,No Fraud
TXN10150763,No,69,High,No Fraud
TXN10150764,No,17,Low,No Fraud
TXN10150765,No,7,Low,No Fraud
TXN10150766,No,64,High,No Fraud
TXN10150767,No,7,Low,No Fraud
TXN10150768,No,11,Low,No Fraud
TXN10150769,No,74,High,No Fraud
TXN10150770,No,7,Low,No Fraud
TXN10150771,No,30,Low,No Fraud
TXN10150772,No,78,High,No Fraud
TXN10150773,No,80,High,No Fraud
TXN10150774,No,78,High,No Fraud
TXN10150775,No,25,Low,No Fraud
TXN10150776,No,73,High,No Fraud
TXN10150777,No,11,Low,No Fraud
TXN10150778,No,55,Medium,No Fraud
TXN10150779,No,33,Medium,No Fraud
TXN10150780,No,9,Low,No Fraud
TXN10150781,No,16,Low,No Fraud
TXN10150782,No,22,Low,No Fraud
TXN10150783,No,34,Medium,No Fraud
TXN10150784,Yes,82,Critical,Card Fraud
TXN10150785,No,78,High,No Fraud
TXN10150786,No,25,Low,No Fraud
TXN10150787,No,21,Low,No Fraud
TXN10150788,No,34,Medium,No Fraud
TXN10150789,No,24,Low,No Fraud
TXN10150790,No,53,Medium,No Fraud
TXN10150791,No,11,Low,No Fraud
TXN10150792,No,58,Medium,No Fraud
TXN10150793,No,66,High,No Fraud
TXN10150794,No,65,High,No Fraud
TXN10150795,No,3,Low,No Fraud
TXN10150796,No,31,Medium,No Fraud
TXN10150797,No,39,Medium,No Fraud
TXN10150798,No,65,High,No Fraud
TXN10150799,No,59,Medium,No Fraud
TXN10150800,No,73,High,No Fraud
TXN10150801,No,36,Medium,No Fraud
TXN10150802,No,69,High,No Fraud
TXN10150803,No,28,Low,No Fraud
TXN10150804,No,5,Low,No Fraud
TXN10150805,No,47,Medium,No Fraud
TXN10150806,No,27,Low,No Fraud
TXN10150807,No,48,Medium,No Fraud
TXN10150808,No,67,High,No Fraud
TXN10150809,No,5,Low,No Fraud
TXN10150810,No,12,Low,No Fraud
TXN10150811,No,33,Medium,No Fraud
TXN10150812,No,11,Low,No Fraud
TXN10150813,No,4,Low,No Fraud
TXN10150814,No,46,Medium,No Fraud
TXN10150815,No,34,Medium,No Fraud
TXN10150816,No,10,Low,No Fraud
TXN10150817,No,21,Low,No Fraud
TXN10150818,No,14,Low,No Fraud
TXN10150819,No,20,Low,No Fraud
TXN10150820,No,5,Low,No Fraud
TXN10150821,No,37,Medium,No Fraud
TXN10150822,No,12,Low,No Fraud
TXN10150823,No,55,Medium,No Fraud
TXN10150824,No,23,Low,No Fraud
TXN10150825,No,64,High,No Fraud
TXN10150826,No,39,Medium,No Fraud
TXN10150827,No,15,Low,No Fraud
TXN10150828,No,53,Medium,No Fraud
TXN10150829,No,42,Medium,No Fraud
TXN10150830,No,35,Medium,No Fraud
TXN10150831,No,58,Medium,No Fraud
TXN10150832,No,61,High,No Fraud
TXN10150833,No,5,Low,No Fraud
TXN10150834,No,28,Low,No Fraud
TXN10150835,No,40,Medium,No Fraud
TXN10150836,Yes,68,High,Card Fraud
TXN10150837,No,42,Medium,No Fraud
TXN10150838,No,70,High,No Fraud
TXN10150839,No,76,High,No Fraud
TXN10150840,No,22,Low,No Fraud
TXN10150841,No,72,High,No Fraud
TXN10150842,No,49,Medium,No Fraud
TXN10150843,No,75,High,No Fraud
TXN10150844,No,50,Medium,No Fraud
TXN10150845,No,27,Low,No Fraud
TXN10150846,Yes,92,Critical,Account Takeover
TXN10150847,No,63,High,No Fraud
TXN10150848,No,25,Low,No Fraud
TXN10150849,No,5,Low,No Fraud
TXN10150850,No,47,Medium,No Fraud
TXN10150851,No,73,High,No Fraud
TXN10150852,No,20,Low,No Fraud
TXN10150853,No,70,High,No Fraud
TXN10150854,No,60,Medium,No Fraud
TXN10150855,No,56,Medium,No Fraud
TXN10150856,No,12,Low,No Fraud
TXN10150857,No,79,High,No Fraud
TXN10150858,No,75,High,No Fraud
TXN10150859,No,16,Low,No Fraud
TXN10150860,No,38,Medium,No Fraud
TXN10150861,No,42,Medium,No Fraud
TXN10150862,No,57,Medium,No Fraud
TXN10150863,No,29,Low,No Fraud
TXN10150864,No,42,Medium,No Fraud
TXN10150865,No,31,Medium,No Fraud
TXN10150866,No,24,Low,No Fraud
TXN10150867,No,49,Medium,No Fraud
TXN10150868,Yes,83,Critical,Identity Fraud
TXN10150869,No,49,Medium,No Fraud
TXN10150870,No,17,Low,No Fraud
TXN10150871,No,18,Low,No Fraud
TXN10150872,No,22,Low,No Fraud
TXN10150873,No,64,High,No Fraud
TXN10150874,No,32,Medium,No Fraud
TXN10150875,No,65,High,No Fraud
TXN10150876,No,49,Medium,No Fraud
TXN10150877,No,80,High,No Fraud
TXN10150878,No,28,Low,No Fraud
TXN10150879,No,70,High,No Fraud
TXN10150880,No,56,Medium,No Fraud
TXN10150881,No,12,Low,No Fraud
TXN10150882,No,74,High,No Fraud
TXN10150883,No,57,Medium,No Fraud
TXN10150884,No,37,Medium,No Fraud
TXN10150885,No,51,Medium,No Fraud
TXN10150886,No,62,High,No Fraud
TXN10150887,No,48,Medium,No Fraud
TXN10150888,No,70,High,No Fraud
TXN10150889,No,58,Medium,No Fraud
TXN10150890,No,53,Medium,No Fraud
TXN10150891,No,11,Low,No Fraud
TXN10150892,No,29,Low,No Fraud
TXN10150893,No,62,High,No Fraud
TXN10150894,No,71,High,No Fraud
TXN10150895,No,23,Low,No Fraud
TXN10150896,No,72,High,No Fraud
TXN10150897,No,3,Low,No Fraud
TXN10150898,No,8,Low,No Fraud
TXN10150899,No,54,Medium,No Fraud
TXN10150900,No,24,Low,No Fraud
TXN10150901,No,50,Medium,No Fraud
TXN10150902,No,15,Low,No Fraud
TXN10150903,No,22,Low,No Fraud
TXN10150904,No,69,High,No Fraud
TXN10150905,No,74,High,No Fraud
TXN10150906,No,64,High,No Fraud
TXN10150907,No,46,Medium,No Fraud
TXN10150908,No,22,Low,No Fraud
TXN10150909,No,54,Medium,No Fraud
TXN10150910,No,7,Low,No Fraud
TXN10150911,No,16,Low,No Fraud
TXN10150912,No,51,Medium,No Fraud
TXN10150913,No,50,Medium,No Fraud
TXN10150914,No,60,Medium,No Fraud
TXN10150915,No,44,Medium,No Fraud
TXN10150916,No,42,Medium,No Fraud
TXN10150917,Yes,64,High,Account Takeover
TXN10150918,No,65,High,No Fraud
TXN10150919,No,33,Medium,No Fraud
TXN10150920,No,63,High,No Fraud
TXN10150921,No,43,Medium,No Fraud
TXN10150922,No,2,Low,No Fraud
TXN10150923,No,26,Low,No Fraud
TXN10150924,Yes,77,High,Account Takeover
TXN10150925,No,72,High,No Fraud
TXN10150926,No,30,Low,No Fraud
TXN10150927,No,29,Low,No Fraud
TXN10150928,No,12,Low,No Fraud
TXN10150929,No,65,High,No Fraud
TXN10150930,No,36,Medium,No Fraud
TXN10150931,No,15,Low,No Fraud
TXN10150932,No,1,Low,No Fraud
TXN10150933,No,27,Low,No Fraud
TXN10150934,No,14,Low,No Fraud
TXN10150935,No,66,High,No Fraud
TXN10150936,No,35,Medium,No Fraud
TXN10150937,No,51,Medium,No Fraud
TXN10150938,No,67,High,No Fraud
TXN10150939,No,21,Low,No Fraud
TXN10150940,No,46,Medium,No Fraud
TXN10150941,No,65,High,No Fraud
TXN10150942,No,8,Low,No Fraud
TXN10150943,No,53,Medium,No Fraud
TXN10150944,No,53,Medium,No Fraud
TXN10150945,No,47,Medium,No Fraud
TXN10150946,No,5,Low,No Fraud
TXN10150947,No,13,Low,No Fraud
TXN10150948,No,14,Low,No Fraud
TXN10150949,No,2,Low,No Fraud
TXN10150950,No,26,Low,No Fraud
TXN10150951,No,72,High,No Fraud
TXN10150952,No,23,Low,No Fraud
TXN10150953,No,9,Low,No Fraud
TXN10150954,No,67,High,No Fraud
TXN10150955,No,71,High,No Fraud
TXN10150956,No,68,High,No Fraud
TXN10150957,No,40,Medium,No Fraud
TXN10150958,No,50,Medium,No Fraud
TXN10150959,No,31,Medium,No Fraud
TXN10150960,No,1,Low,No Fraud
TXN10150961,No,33,Medium,No Fraud
TXN10150962,No,35,Medium,No Fraud
TXN10150963,No,73,High,No Fraud
TXN10150964,No,54,Medium,No Fraud
TXN10150965,No,60,Medium,No Fraud
TXN10150966,No,60,Medium,No Fraud
TXN10150967,No,36,Medium,No Fraud
TXN10150968,No,60,Medium,No Fraud
TXN10150969,No,39,Medium,No Fraud
TXN10150970,No,27,Low,No Fraud
TXN10150971,No,29,Low,No Fraud
TXN10150972,No,44,Medium,No Fraud
TXN10150973,No,57,Medium,No Fraud
TXN10150974,No,3,Low,No Fraud
TXN10150975,No,33,Medium,No Fraud
TXN10150976,No,55,Medium,No Fraud
TXN10150977,No,36,Medium,No Fraud
TXN10150978,No,40,Medium,No Fraud
TXN10150979,No,35,Medium,No Fraud
TXN10150980,No,76,High,No Fraud
TXN10150981,No,55,Medium,No Fraud
TXN10150982,No,43,Medium,No Fraud
TXN10150983,No,20,Low,No Fraud
TXN10150984,No,25,Low,No Fraud
TXN10150985,No,18,Low,No Fraud
TXN10150986,No,61,High,No Fraud
TXN10150987,No,38,Medium,No Fraud
TXN10150988,No,65,High,No Fraud
TXN10150989,No,56,Medium,No Fraud
TXN10150990,No,24,Low,No Fraud
TXN10150991,No,16,Low,No Fraud
TXN10150992,No,69,High,No Fraud
TXN10150993,No,67,High,No Fraud
TXN10150994,No,55,Medium,No Fraud
TXN10150995,No,80,High,No Fraud
TXN10150996,No,15,Low,No Fraud
TXN10150997,No,61,High,No Fraud
TXN10150998,No,75,High,No Fraud
TXN10150999,No,54,Medium,No Fraud
TXN10151000,No,2,Low,No Fraud
TXN10151001,No,24,Low,No Fraud
TXN10151002,No,26,Low,No Fraud
TXN10151003,No,53,Medium,No Fraud
TXN10151004,No,67,High,No Fraud
TXN10151005,No,28,Low,No Fraud
TXN10151006,No,5,Low,No Fraud
TXN10151007,No,48,Medium,No Fraud
TXN10151008,No,13,Low,No Fraud
TXN10151009,No,49,Medium,No Fraud
TXN10151010,No,36,Medium,No Fraud
TXN10151011,No,1,Low,No Fraud
TXN10151012,No,36,Medium,No Fraud
TXN10151013,No,32,Medium,No Fraud
TXN10151014,No,57,Medium,No Fraud
TXN10151015,No,50,Medium,No Fraud
TXN10151016,No,52,Medium,No Fraud
TXN10151017,No,60,Medium,No Fraud
TXN10151018,No,11,Low,No Fraud
TXN10151019,No,50,Medium,No Fraud
TXN10151020,No,12,Low,No Fraud
TXN10151021,No,24,Low,No Fraud
TXN10151022,No,10,Low,No Fraud
TXN10151023,No,63,High,No Fraud
TXN10151024,No,46,Medium,No Fraud
TXN10151025,No,57,Medium,No Fraud
TXN10151026,No,3,Low,No Fraud
TXN10151027,No,34,Medium,No Fraud
TXN10151028,No,35,Medium,No Fraud
TXN10151029,No,12,Low,No Fraud
TXN10151030,No,73,High,No Fraud
TXN10151031,No,40,Medium,No Fraud
TXN10151032,No,67,High,No Fraud
TXN10151033,No,68,High,No Fraud
TXN10151034,No,68,High,No Fraud
TXN10151035,No,53,Medium,No Fraud
TXN10151036,No,58,Medium,No Fraud
TXN10151037,No,52,Medium,No Fraud
TXN10151038,No,59,Medium,No Fraud
TXN10151039,No,33,Medium,No Fraud
TXN10151040,No,53,Medium,No Fraud
TXN10151041,No,22,Low,No Fraud
TXN10151042,No,49,Medium,No Fraud
TXN10151043,No,20,Low,No Fraud
TXN10151044,No,47,Medium,No Fraud
TXN10151045,No,66,High,No Fraud
TXN10151046,No,32,Medium,No Fraud
TXN10151047,No,13,Low,No Fraud
TXN10151048,No,40,Medium,No Fraud
TXN10151049,No,23,Low,No Fraud
TXN10151050,No,8,Low,No Fraud
TXN10151051,No,3,Low,No Fraud
TXN10151052,No,53,Medium,No Fraud
TXN10151053,No,20,Low,No Fraud
TXN10151054,No,30,Low,No Fraud
TXN10151055,No,25,Low,No Fraud
TXN10151056,No,79,High,No Fraud
TXN10151057,No,36,Medium,No Fraud
TXN10151058,No,32,Medium,No Fraud
TXN10151059,No,28,Low,No Fraud
TXN10151060,No,58,Medium,No Fraud
TXN10151061,No,47,Medium,No Fraud
TXN10151062,No,7,Low,No Fraud
TXN10151063,No,76,High,No Fraud
TXN10151064,No,64,High,No Fraud
TXN10151065,No,64,High,No Fraud
TXN10151066,No,63,High,No Fraud
TXN10151067,No,55,Medium,No Fraud
TXN10151068,No,37,Medium,No Fraud
TXN10151069,No,20,Low,No Fraud
TXN10151070,No,78,High,No Fraud
TXN10151071,No,7,Low,No Fraud
TXN10151072,No,15,Low,No Fraud
TXN10151073,No,25,Low,No Fraud
TXN10151074,No,51,Medium,No Fraud
TXN10151075,Yes,76,High,Account Takeover
TXN10151076,No,30,Low,No Fraud
TXN10151077,No,74,High,No Fraud
TXN10151078,No,29,Low,No Fraud
TXN10151079,No,49,Medium,No Fraud
TXN10151080,No,65,High,No Fraud
TXN10151081,No,23,Low,No Fraud
TXN10151082,No,7,Low,No Fraud
TXN10151083,No,74,High,No Fraud
TXN10151084,No,80,High,No Fraud
TXN10151085,No,15,Low,No Fraud
TXN10151086,No,42,Medium,No Fraud
TXN10151087,No,8,Low,No Fraud
TXN10151088,No,29,Low,No Fraud
TXN10151089,No,24,Low,No Fraud
